episode_id,episode_label,sensor_origin,sensor_types,objects
29,episode-29,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
30,episode-30,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
31,episode-31,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
32,episode-32,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
33,episode-33,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
34,episode-34,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
35,episode-35,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
36,episode-36,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
37,episode-37,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
38,episode-38,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
39,episode-39,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
40,episode-40,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
41,episode-41,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
42,episode-42,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
43,episode-43,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
44,episode-44,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
45,episode-45,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
46,episode-46,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
47,episode-47,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
48,episode-48,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
49,episode-49,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
50,episode-50,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
51,episode-51,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
52,episode-52,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
53,episode-53,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
54,episode-54,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
55,episode-55,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
56,episode-56,"[0.0, 0.0, 0.3]","[""ultrasound"", ""wifi"", ""uwb""]","[{""id"": 1, ""kind"": ""floor"", ""center"": [0.0, 0.0, 0.0], ""size"": [3.0, 3.0, 0.1], ""material"": ""wood""}, {""id"": 2, ""kind"": ""wall"", ""center"": [1.0, 0.0, 1.25], ""size"": [0.1, 3.0, 2.5], ""material"": ""wood""}, {""id"": 3, ""kind"": ""table"", ""center"": [0.0, 0.0, 0.4], ""size"": [1.2, 0.6, 0.05], ""material"": ""wood""}, {""id"": 4, ""kind"": ""human"", ""center"": [0.0, 0.0, 0.8], ""size"": [0.6, 0.4, 0.7], ""material"": ""human""}, {""id"": 5, ""kind"": ""cup"", ""center"": [0.0, 0.0, 0.75], ""size"": [0.08, 0.08, 0.1], ""material"": ""ceramic""}, {""id"": 6, ""kind"": ""glass_wall"", ""center"": [-1.45, 0.0, 1.25], ""size"": [0.05, 3.0, 2.0], ""material"": ""glass""}]"
